"ID","Code","Scientific Name","Common Name"
9609,MINO,"Miconia notabilis","Mortino blanco"
9611,MYAF,"Myrsine africana","Mirto del cabo"
9612,MILI,"Miconia ligustrina",Niguito
9615,SANO,"Sanchezia oblonga","Tiger plant"
9616,MUPH,"Mussaenda philippica","Mussaenda philippica"
9617,MISP,"Miconia spicellata",Tuno
9618,EUPY1,"Eugenia pyriformis","Perita de Barranquilla"
9620,BRLA,"Brunfelsia latifolia",Monaca
9621,CILA1,"Citrus latifolia",Lima
9622,SOQU,"Solanum quitoense",Lulo
9623,DRBR,"Dracaena sanderiana",Dracena
9624,BRGR2,"Brunfelsia grandiflora","Largeflowered brunfelsia"
9627,EUST9,"Eugenia stipitata",Araza
9628,LAVE,"Latania verschaffeltii","Latania amarilla"
9629,BRAR1,"Brownea ariza",Ariza
9631,ARIN1,"Artocarpus integer",Chempedak
9633,PAAN,"Palicourea angustifolia",Aguadulce
9636,FIHE,"Ficus heterophylla","Ficus elongata"
9637,ALCA,"Allamanda cathartica","Golden trumpet vine"
9638,DRAR,"Dracaena arborea","Tree dracaena"
9639,ARBA,"Ardisia bartlettii",Ardisia
9646,BRPI,"Brugmansia aurea","Golden angel's trumpet"
9647,DRSU,"Dracaena surculosa","Gold dust dracaena"
9648,PHAU,"Phyllostachys aurea",Guadilla
9649,CEDI1,"Cecropia distachya",imbaúba-da-mata
9650,CEPE1,"Cecropia schreberiana ssp. Antillarum","Trumpet wood"
9652,CEPA9,"Centrolobium paraense",Balaustre
9657,CHTE,"Chamaedorea tepejilote",Tepejilote
9658,CETE1,"Cecropia telenitida","Yarumo plateado"
9659,MESP,"Meriania speciosa",Mayo
9660,INCO,"Inga codonantha","Inga codonantha"
9661,ORCO,"Ormosia colombiana",Alcornoque
9664,PLFO,"Pleioblastus fortunei","Bambu verde"
9665,CEAN,"Cecropia angustifolia","Yarumo negro"
9670,SEWE,"Senecio wedglacialis",Arnica
9671,WETO,"Weinmannia tomentosa",Encenillo
9672,CLMU,"Clusia multiflora",Gaque
9673,NERE,"Nectandra reticulata","Jigua laurel"
9677,FIMI1,"Ficus microcarpa","Caucho microcarpa"
9678,POOL,"Podocarpus oleifolius",Chaquiro
9682,CIAU3,"Citrus x aurantiifolia","West indian lime"
9683,BIMA,"Bignonia magnifica","Glow vine"
9684,CEPO,"Cereus polyachaetus",Cactus
9685,PSFR1,"Psidium friedrichsthalianum","Guayaba coronilla"
9686,CAAN1,"Calliandra antioquiae",Carbonero
9688,SOWR,"Solanum wrightii","Potato tree"
9690,MAMO,"Mabea montana","Mabea montana"
9691,SCMO1,"Schefflera monticola","Pategallina hojipequena"
9692,ACMA6,"Acalypha macrostachya",Zancamula
9694,COAV1,"Coccoloba obovata","Coccoloba lehmannii"
9699,PRMO,"Prumnopitys grandifolia","Pino hayuelo"
9700,CAOR,"Caryodendron orinocense",Tacaynut
9701,JUCA,"Justicia carnea",Tango
9703,INAC1,"Inga acrocephala","Guamo churimo"
9704,GUME,"Guarea grandifolia","Guarea megantha"
9705,CHLI1,"Chamaedorea linearis","Cana de San Pablo"
9706,VEAR,"Veitchia arecina","Palma montgomery"
9707,MAFL,"Mauritia flexuosa","Moriche palm"
9708,EUPR3,"Euterpe precatoria","Palma asai"
9709,INPU,"Inga punctata","Inga punctata"
9710,PICO1,"Pinanga coronata",Pinanga
9711,RHHU,"Rhapis humilis","Rhapis humilis"
9712,ATBU,"Attalea butyracea",Kuakish
9713,AILI,"Aiphanes lindeniana",Albarico
9716,FIPO,"Ficus popenoei","Ficus tolima"
9718,FISO,"Ficus soatensis",Uvo
9719,EUOL1,"Euterpe oleracea",Naidi
9720,HEDI,"Hernandia didymantha","Hernandia didymantha"
9721,INBO,"Inga bogotensis","Guamo santafereno"
9723,INDE,"Inga densiflora","Guamo macheto"
9727,INAC,"Inga acreana",Guamo
9728,BAGU,"Bactris guineensis","Uvita de lata"
9729,PEAR,"Pera arborea",Negrito
9733,ELOL,"Elaeis oleifera","Elaeis oleifera"
9734,DYRI,"Dypsis rivularis","Sari palm"
9737,PHGU,"Phenakospermum guyannense","South American traveller's palm"
9738,MENO,"Meriania nobilis",Amarrabollo
9740,FANI,"Fargesia nitida","Blue fountain bamboo"
9742,ARTR1,"Areca triandra",Bungua
9743,THBI,"Theobroma bicolor","Nicaraguan cacao"
9744,MOQU,"Montanoa quadrangularis","Montanoa quadrangularis"
9746,MYLE1,"Myrcianthes leucoxyla","Arrayan grande"
9750,ATAM,"Attalea amygdalina",Taparo
9753,CLSU,"Clibadium surinamense","Jackass breadfruit"
9754,LAAM,"Laetia americana",Manteco
9756,CATR,"Calliandra trinervia","Carbonero rojo"
9760,ABJU,"Abarema jupunba",Frijolillo
9762,MYHA1,"Myrcianthes hallii","Arrayan de Quito"
9764,PAST,"Parmentiera stenocarpa","Arbol vela"
9766,OCGU,"Ocotea guianensis","Laurel mono"
9767,PEPA,"Peltogyne paniculata",Nazareno
9770,SOTR,"Sorocea trophoides",Quematatabro
9772,NEAC1,"Nectandra acutifolia",Amarillo
9774,ORVE,"Ormosia velutina","Aceituno de monte"
9775,OGTE,"Ocotea tessmannii","Ocotea tessmannii"
9776,TRAS,"Trattinnickia aspera",Cariano
9780,COCA2,"Copaifera canime",Canime
9781,PSLA,"Pseudolmedia laevigata","Leche de perra"
9782,SIAM,"Simarouba amara",Amargo
9785,ROPA1,"Roupala pachypoda",Salchicho
9786,CALI2,"Campomanesia lineatifolia","Perfume guava"
9789,CAPI1,"Calliandra pittieri","Carbonero de avenidas"
9790,CINO,"Citrus nobilis","Mandarin orange"
9791,CITR,"Cinnamomum triplinerve",Laurier
9793,XYAR,"Xylopia aromatica",Xilopia
9797,LAAC1,"Lafoensia acuminata","Guayacan de Manizales"
9798,CAPU1,"Calliandra purdiaei",Cujicito
9800,LETU,"Lecythis tuyrana","Olla de mono"
9801,AETR,"Aegiphila truncata",Mantequillo
9805,LAGL,"Lafoensia glyptocarpa",Mirindiba-rosa
9807,APME,"Apeiba membranacea","Peine mono"
9809,FICY,"Ficus cyathistipula","Ficus bomba"
9810,CEMI1,"Cestrum microcalyx",Chucho
9811,XYLI,"Xylopia ligustrifolia",Burilico
9814,MYSE,"Myrcia selloi","Arrayan cerezo"
9815,MOOV,"Montanoa ovalifolia",Arboloco
9818,FICR1,"Ficus crocata","Caucho goldmannii"
9819,BUAR3,"Bunchosia argentea","Ciruela de monte"
9822,FILO,"Ficus longifolia","Matapalo guayanes"
9826,FIHA,"Ficus hartwegii","Ficus hartwegii"
9828,FIDE1,"Ficus dendrocida","Caucho matapalo"
9829,CAAN,"Calliandra angustifolia",Chipara
9830,FIAN,"Ficus americana ssp. andicola","Caucho sabanero"
9831,FINY,"Ficus nymphaeifolia",Copey
9833,ERGR,"Eriotheca gracilipes",Embira
9834,FITO,"Ficus tonduzii","Higueron grande"
9835,FIVE,"Ficus velutina",Herrerun
9837,ASSP,"Aspidosperma spruceanum","Carreto mamey"
9838,FIGI,"Ficus gigantosyce",Higueron
9846,PIMA5,"Pinanga maculata","Palma tigre"
9848,LALO1,"Latania lontaroides","Latania roja"
9852,COMU1,"Cotoneaster multiflorus","Many-flowered cotoneaster"
9866,MACH1,"Magnolia champaca",Magnolio
9868,MYGE1,"Myrtillocactus geometrizans",Garambullo
9870,PSGU2,"Psidium guineense","Guayabo agrio"
10471,CY15,Cyrtostachys,"Cyrtostachys spp"
10472,CI12,Citrofortunella,"Citrofortunella spp"
10473,CO50,Coleonema,"Coleonema spp"
10474,CO51,Congea,"Congea spp"
10476,CH34,Chelyocarpus,"Chelyocarpus spp"
10477,VA9,Vallea,"Vallea spp"
10478,DI22,Diplostephium,"Diplostephium spp"
10479,IR1,Iriartea,"Iriartea spp"
10480,GA15,Galphimia,"Galphimia spp"
10481,UN2,Uncaria,"Uncaria spp"
10484,WI4,Wittmackanthus,"Wittmackanthus spp"
10485,AD9,Adenium,"Adenium spp"
10488,AR26,Arundinaria,"Canes spp"
10489,BE8,Bellucia,"Bellucia spp"
10490,WA5,Wallichia,"Wallichia spp"
10492,CH35,Chlorocardium,"Chlorocardium spp"
10493,WE5,Wettinia,"Wettinia spp"
10494,CA65,Carpentaria,"Carpentaria spp"
10495,WE4,Welfia,"Welfia spp"
10496,CA68,Cascabela,"Cascabela spp"
10497,WA6,Warszewiczia,"Warszewiczia spp"
10498,CE27,Ceroxylon,"Ceroxylon spp"
10499,BO13,Borojoa,"Borojoa spp"
10500,PO19,Pourouma,"Pourouma spp"
10501,NO6,Normanbya,"Normanbya spp"
10503,OE2,Oenocarpus,"Oenocarpus spp"
10505,PA26,Parajubaea,"Parajubaea spp"
10506,SY10,Synechanthus,"Synechanthus spp"
10507,ST28,Stemmadenia,"Stemmadenia spp"
10508,GU11,Gustavia,"Gustavia spp"
10509,PE31,Petrea,"Petrea spp"
10512,PT8,Pterygota,"Pterygota spp"
10513,RE4,Retrophyllum,"Retrophyllum spp"
10515,SM1,Smallanthus,"Smallanthus spp"
10516,SO9,Socratea,"Socratea spp"
10517,PE30,Pentagonia,"Pentagonia spp"
10518,TA22,Talipariti,"Talipariti spp"
10521,AB5,Abatia,"Abatia spp"
10522,TE20,Tessaria,"Tessaria spp"
10525,LY11,Lytocaryum,"Lytocaryum spp"
10526,MA42,Macleania,"Macleania spp"
10527,LI19,Licuala,"Licuala spp"
10576,CR16,Cryosophila,"Cryosophila spp"
10585,BR17,Brassiophoenix,"Brassiophoenix spp"
10605,PR12,Prioria,"Prioria spp"
10614,HE31,Hesperomeles,"Hesperomeles spp"
10649,QU5,Quadrella,"Quadrella spp"
10653,VI7,Vismia,"Vismia spp"
10737,SYWA,"Synechanthus warscewiczianus",Jincha
10741,OEBA,"Oenocarpus bataua","Mil pesos"
10746,CEAL,"Ceroxylon alpinum","Wax palm"
10752,SYFI1,"Synechanthus fibrosus",Corocilla
10759,LIGR,"Licuala grandis",Licuala
10760,NONO,"Normanbya normanbyi",Normambia
10765,SOEX,"Socratea exorrhiza",Zancona
10778,TATI,"Talipariti tiliaceum","Beach hibiscus"
10792,WACO,"Warszewiczia coccinea","Barba de gallo"
10814,PEVO,"Petrea volubilis",Penitente
10816,IRDE,"Iriartea deltoidea",Maquenque
10818,PACO1,"Parajubaea cocoides","Palma coquito"
10823,PEPI,"Pentagonia pinnatifida",Tapaculo
10824,MARU,"Macleania rupestris","Uva camarona"
10826,CHDI,"Chelyocarpus dianeurus",Nolí
10841,COTO1,"Congea tomentosa",Terciopelo
10845,GAGR,"Galphimia gracilis","Flor amarillo"
10849,PERU,"Petrea rugosa","Estrella de oriente"
10852,GYSA,"Gynerium sagittatum","Cana brava"
10855,ALBR,"Alternanthera brasiliensis","Brazilian joyweed"
10856,TUVI,"Tulbaghia violacea",Laurifolia
10863,CHRO,"Chlorocardium rodiei","Palo verde"
10866,POCE,"Pourouma cecropiifolia",Sirpe
10873,CAPA6,"Carludovica palmata",Panama-hat-palm
10877,CYCI1,"Cymbopogon citratus",Limocillo
10890,PEPU1,"Petrea pubescens","Petrea pubescens"
10891,SMPY,"Smallanthus pyramidalis",Camargo
10894,HEGO,"Hesperomeles goudotiana",Mortino
10900,UNTO,"Uncaria tomentosa",Unegato
10904,RERO,"Retrophyllum rospigliosii","Pino colombiano"
10916,PTEX,"Pterygota excelsa",Zapato
10926,CAAC2,"Carpentaria acuminata",Carpentaria
10929,CEQU,"Ceroxylon quindiuense","Palma de cera"
10931,CEPA10,"Ceroxylon parvifrons","Palma de ramo"
10940,GUSU,"Gustavia superba",Paco
10944,OEMA,"Oenocarpus mapora","Don pedrito"
10948,GUSP,"Gustavia speciosa","Cocuelo blanco"
10957,GUDU,"Gustavia dubia",Membrillo
10961,TAEL,"Talipariti elatum",Majagua
10963,TEIN,"Tessaria integrifolia","Sauce playero"
10967,LYWE,"Syagrus weddelliana",Coquito
10968,WEKA,"Wettinia kalbreyeri","Palma crespa"
10970,BRSC,"Brassiophoenix schumannii","Palma brasiofenix"
10974,CRKA,"Cryosophila kalbreyeri","Palma escoba"
10978,WADI,"Wallichia disticha","Palma waliquia"
10980,VAST1,"Vallea stipularis",Raque
10983,CYRE,"Cyrtostachys renda","Lipstick palm"
10987,WIST,"Wittmackanthus stanleyanus",Punteguayabo
10991,WERE1,"Welfia regia",Sanjuan
11573,COGU1,"Costus guanaiensis",Costus
11608,LISP1,"Licuala spinosa","Licuala espinosa"
11685,COAL6,"Coleonema album",Diosme
11811,PRCO1,"Prioria copaifera",Cativo
11990,QUOD,"Quadrella odoratissima","Olive wood"
12000,CRBO,"Croton bogotanus","Croton bogotanus"
12054,LIDR,"Livistona drudei","Livistona drudei"
12102,BANI,"Baccharis nitida","Baccharis nitida"
12104,ENVE1,"Ensete ventricosum","Abyssinian banana"
12142,MICH2,"Miconia chlorocarpa","Miconia chlorocarpa"
12193,LAPU1,"Lafoensia punicifolia","Lafoensia punicifolia"
12243,COTE4,"Cordia tetrandra","Cordia tetrandra"
12356,ABPA1,"Abatia parviflora","Abatia parviflora"
12611,LYLY,"Lycianthes lycioides","Lycianthes lycioides"
13409,BL,Blepharandra,"Blepharandra spp"
13459,CI,Cipadessa,"Cipadessa spp"
13461,CL,Clavia,"Clavia spp"
13464,CN,Cneorum,"Cneorum spp"
13488,CT,Ctenardisia,"Ctenardisia spp"
13499,DE,Decaspermum,"Decaspermum spp"
13535,DU,Duabanga,"Duabanga spp"
13538,EB,Eberhardtia,"Eberhardtia spp"
13539,EC,Echeveria,"Echeveria spp"
13541,ED,Edraianthus,"Edraianthus spp"
13542,EE,Eenterolobium,"Eenterolobium spp"
13546,EM,Emmenopterys,"Emmenopterys spp"
13554,EP,Epacris,"Epacris spp"
13560,ES,Eschweilera,"Eschweilera spp"
13565,EV,Euodia,"Euodia spp"
13566,EX,Excentradenia,"Excentradenia spp"
13575,FO,Foetidia,"Foetidia spp"
13620,HI,Hibbertia,"Hibbertia spp"
13631,HU,Hunnemannia,"Hunnemannia spp"
13636,IC,Icacina,"Icacina spp"
13638,ID,Idesia,"Idesia spp"
13639,IM,Impatiens,"Impatiens spp"
13640,IN,Inhambanella,"Inhambanella spp"
13641,IO,Iochroma,"Iochroma spp"
13644,IS,Isonema,"Isonema spp"
13646,IT,Itoa,"Itoa spp"
13647,KA,Kadsura,"Kadsura spp"
13653,KE,Keetia,"Keetia spp"
13654,KI,Kibatalia,"Kibatalia spp"
13655,KN,Knema,"Knema spp"
13657,KO,Koilodepas,"Koilodepas spp"
13660,KR,Krascheninnikovia,"Krascheninnikovia spp"
13669,LE,Lechenaultia,"Lechenaultia spp"
13691,LU,Luculia,"Luculia spp"
13730,MU,Mucoa,"Mucoa spp"
13748,OC,Ochanostachys,"Ochanostachys spp"
13750,OD,Odontadenia,"Odontadenia spp"
13751,OE,Oecopetalum,"Oecopetalum spp"
13752,OK,Okoubaka,"Okoubaka spp"
13756,ON,Oncinotis,"Oncinotis spp"
13758,OO,Ooubangia,"Ooubangia spp"
13767,OT,Otatea,"Otatea spp"
13768,OU,Oubanguia,"Oubanguia spp"
13855,QI,Qiongzhuea,"Qiongzhuea spp"
13856,RE,Reaumuria,"Reaumuria spp"
13879,RY,Rytigynia,"Rytigynia spp"
13912,SI,Sibbaldia,"Sibbaldia spp"
13919,SK,Skimmia,"Skimmia spp"
13923,SP,Sparmannia,"Sparmannia spp"
13930,SU,Suaeda,"Suaeda spp"
13931,SW,Swintonia,"Swintonia spp"
13932,SY,Symmeria,"Symmeria spp"
13971,TY,Tylophora,"Tylophora spp"
13972,UP,Upuna,"Upuna spp"
13973,UR,Urbanolophium,"Urbanolophium spp"
13976,VA,Vahadenia,"Vahadenia spp"
13983,WA,Walsura,"Walsura spp"
13994,AB2,Abeliophyllum,"Abeliophyllum spp"
13995,AB6,Abelmoschus,"Abelmoschus spp"
13996,AC9,Acantholimon,"Acantholimon spp"
13997,AC15,Acanthopanax,"Acanthopanax spp"
13998,AC16,Acanthus,"Acanthus spp"
13999,AC17,Acmena,"Acmena spp"
14000,AC18,Acoelorraphe,"Acoelorraphe spp"
14001,AC19,Acridocarphus,"Acridocarphus spp"
14002,AC20,Acronychia,"Acronychia spp"
14003,AC21,Actinodaphne,"Actinodaphne spp"
14004,AD4,Adenanthos,"Adenanthos spp"
14005,AD10,Adenocalymma,"Adenocalymma spp"
14006,AD11,Adina,"Adina spp"
14007,AE4,Aegericeras,"Aegericeras spp"
14008,AE5,Aegialitis,"Aegialitis spp"
14009,AE6,Aegiceras,"Aegiceras spp"
14010,AG7,Aganosma,"Aganosma spp"
14011,AG8,Agapetes,"Agapetes spp"
14012,AG9,Agauria,"Agauria spp"
14013,AL22,Alafia,"Alafia spp"
14014,AL23,Alangium,"Alangium spp"
14015,AL24,Alepis,"Alepis spp"
14016,AL25,Alfaroa,"Alfaroa spp"
14017,AL26,Allantoma,"Allantoma spp"
14018,AL27,Alluaudia,"Alluaudia spp"
14019,AL28,Alniphyllum,"Alniphyllum spp"
14020,AL29,Alphonsea,"Alphonsea spp"
14021,AL30,Alseodaphne,"Alseodaphne spp"
14022,AL31,Alyogyne,"Alyogyne spp"
14023,AL32,Alyxia,"Alyxia spp"
14024,AM2,Amanoa,"Amanoa spp"
14025,AM4,Ambelania,"Ambelania spp"
14026,AM12,Ambroma,"Ambroma spp"
14027,AM13,Amesiodendron,"Amesiodendron spp"
14028,AM14,Amphineurion,"Amphineurion spp"
14029,AN5,Anabasis,"Anabasis spp"
14030,AN9,Andersonia,"Andersonia spp"
14031,AN10,Andromeda,"Andromeda spp"
14032,AN16,Anemopaegma,"Anemopaegma spp"
14033,AN17,Anisodontea,"Anisodontea spp"
14034,AN18,Anisoptera,"Anisoptera spp"
14035,AN19,Anisopus,"Anisopus spp"
14036,AN20,Anodendron,"Anodendron spp"
14037,AN21,Anopyxis,"Anopyxis spp"
14038,AN22,Anthodon,"Anthodon spp"
14039,AN23,Anthopterus,"Anthopterus spp"
14040,AN24,Antiaris,"Antiaris spp"
14041,AN25,Antigonon,"Antigonon spp"
14042,AP6,Apacheria,"Apacheria spp"
14043,AP7,Aphanamixis,"Aphanamixis spp"
14044,AP8,Aphelandra,"Aphelandra spp"
14045,AP9,Apodostigma,"Apodostigma spp"
14046,AP10,Apodytes,"Apodytes spp"
14047,AP11,Apterosperma,"Apterosperma spp"
14048,AR1,Argania,"Argania spp"
14049,AR8,Argemone,"Argemone spp"
14050,AR11,Arrabidaea,"Arrabidaea spp"
14051,AR13,Arytera,"Arytera spp"
14052,AS2,Asclepias,"Asclepias spp"
14053,AS9,Asteranthos,"Asteranthos spp"
14054,AT6,Atraphaxis,"Atraphaxis spp"
14055,AU5,Aubregrinia,"Aubregrinia spp"
14056,AU6,Aucoumea,"Aucoumea spp"
14057,AU7,Austromyrtus,"Austromyrtus spp"
14058,AU8,Autranella,"Autranella spp"
14059,BA6,Baccaurea,"Baccaurea spp"
14060,BA10,Badula,"Badula spp"
14061,BA12,Baeckea,"Baeckea spp"
14062,BA17,Bagassa,"Bagassa spp"
14063,BA18,Baissea,"Baissea spp"
14064,BA19,Balanites,"Balanites spp"
14065,BA20,Balfourodendron,"Balfourodendron spp"
14066,BA21,Bauera,"Bauera spp"
14067,BE6,Beaumontia,"Beaumontia spp"
14068,BE9,Beischmiedia,"Beischmiedia spp"
14069,BE10,Berchemia,"Berchemia spp"
14070,BE11,Berchemiella,"Berchemiella spp"
14071,BE12,Bertholletia,"Bertholletia spp"
14072,BE13,Beyeria,"Beyeria spp"
14073,BI2,Bilderdykia,"Bilderdykia spp"
14075,BO4,Bonellia,"Bonellia spp"
14076,BO14,Boniodendron,"Boniodendron spp"
14077,BO15,Boronia,"Boronia spp"
14078,BR4,Brazzeia,"Brazzeia spp"
14079,BR19,Breonia,"Breonia spp"
14080,BR20,Breviea,"Breviea spp"
14081,BR21,Bridelia,"Bridelia spp"
14082,BR22,Bruinsmia,"Bruinsmia spp"
14083,BU12,Burdachia,"Burdachia spp"
14084,BU13,Burretiodendron,"Burretiodendron spp"
14085,CA35,Calamus,"Calamus spp"
14086,CA47,Calatola,"Calatola spp"
14087,CA51,Caldcluvia,"Caldcluvia spp"
14088,CA55,Callichlamys,"Callichlamys spp"
14089,CA59,Calligonum,"Calligonum spp"
14090,CA70,Callisthene,"Callisthene spp"
14091,CA71,Calothamnus,"Calothamnus spp"
14092,CA72,Cameraria,"Cameraria spp"
14093,CA73,Campnosperma,"Campnosperma spp"
14094,CA74,Camptonia,"Camptonia spp"
14095,CA75,Canacomyrica,"Canacomyrica spp"
14096,CA76,Capurodendron,"Capurodendron spp"
14097,CA77,Cardiopteris,"Cardiopteris spp"
14098,CA78,Careya,"Careya spp"
14099,CA79,Carnegiea,"Carnegiea spp"
14100,CA80,Carpodetus,"Carpodetus spp"
14101,CA81,Carrierea,"Carrierea spp"
14102,CA82,Carruthersia,"Carruthersia spp"
14103,CA83,Cassinopsis,"Cassinopsis spp"
14104,CA84,Cassiope,"Cassiope spp"
14105,CA85,Catapa,"Catapa spp"
14106,CA86,Catophractes,"Catophractes spp"
14107,CA87,Cavendishia,"Cavendishia spp"
14108,CE6,Cephalocereus,"Cephalocereus spp"
14109,CE12,Cephalomappa,"Cephalomappa spp"
14110,CE14,Ceratiola,"Ceratiola spp"
14111,CE16,Ceratostema,"Ceratostema spp"
14112,CE21,Ceratostigma,"Ceratostigma spp"
14113,CE28,Cerberiopsis,"Cerberiopsis spp"
14114,CH25,Chamelaucium,"Chamelaucium spp"
14115,CH28,Chilocarpus,"Chilocarpus spp"
14116,CH37,Chimonobambusa,"Chimonobambusa spp"
14117,CH38,Chlamydocarya,"Chlamydocarya spp"
14118,CH39,Chloranthus,"Chloranthus spp"
14119,CH40,Choerospondias,"Choerospondias spp"
14120,CH41,Chonemorpha,"Chonemorpha spp"
14121,CH42,Chunia,"Chunia spp"
14122,CH43,Chusquea,"Chusquea spp"
14123,CH44,Chydenanthus,"Chydenanthus spp"
14125,CI2,Citriobatus,"Citriobatus spp"
14127,CL3,Cleidion,"Cleidion spp"
14128,CL4,Clonodia,"Clonodia spp"
14130,CO38,Colletia,"Colletia spp"
14131,CO53,Colona,"Colona spp"
14132,CO54,Commitheca,"Commitheca spp"
14133,CO55,Comoranthus,"Comoranthus spp"
14134,CO56,Condea,"Condea spp"
14135,CO57,Condylocarpon,"Condylocarpon spp"
14136,CO58,Constancea,"Constancea spp"
14137,CO59,Corema,"Corema spp"
14138,CO60,Coris,"Coris spp"
14139,CO61,Correa,"Correa spp"
14140,CO62,Corythophora,"Corythophora spp"
14141,CO63,Cosmelia,"Cosmelia spp"
14142,CO64,Cotyledon,"Cotyledon spp"
14143,CO65,Cotylelobium,"Cotylelobium spp"
14144,CO66,Couma,"Couma spp"
14145,CR17,Craibiodendron,"Craibiodendron spp"
14146,CR18,Crateranthus,"Crateranthus spp"
14147,CR19,Craterispermum,"Craterispermum spp"
14148,CR20,Cratheranthus,"Cratheranthus spp"
14149,CR21,Crossandra,"Crossandra spp"
14150,CR22,Crowea,"Crowea spp"
14151,CR23,Cryptolepis,"Cryptolepis spp"
14152,CR24,Cryptostegia,"Cryptostegia spp"
14154,CU7,Cuervea,"Cuervea spp"
14155,CU10,Cunonia,"Cunonia spp"
14156,CU11,Cuviera,"Cuviera spp"
14157,CY9,Cyathodes,"Cyathodes spp"
14158,CY16,Cyclocarya,"Cyclocarya spp"
14159,CY17,Cyclocotyla,"Cyclocotyla spp"
14160,CY18,Cydista,"Cydista spp"
14161,CY19,Cylicomorpha,"Cylicomorpha spp"
14162,DA13,Daboecia,"Daboecia spp"
14163,DA14,Dacrydium,"Dacrydium spp"
14165,DE7,Declieuxia,"Declieuxia spp"
14166,DE13,Dehaasia,"Dehaasia spp"
14167,DE14,Deherainia,"Deherainia spp"
14168,DE18,Delavaya,"Delavaya spp"
14169,DE19,Demosthenesia,"Demosthenesia spp"
14170,DE20,Dendrobangia,"Dendrobangia spp"
14171,DE21,Deplanchea,"Deplanchea spp"
14172,DE22,Deppea,"Deppea spp"
14173,DE23,Dermatobotrys,"Dermatobotrys spp"
14174,DE24,Desmopsis,"Desmopsis spp"
14175,DE25,Desmostachys,"Desmostachys spp"
14176,DI16,Dicentra,"Dicentra spp"
14177,DI17,Dichotomanthes,"Dichotomanthes spp"
14178,DI18,Diegodendron,"Diegodendron spp"
14179,DI19,Dilobeia,"Dilobeia spp"
14180,DI24,Dimorphanthera,"Dimorphanthera spp"
14181,DI25,Diogenesia,"Diogenesia spp"
14182,DI26,Dioon,"Dioon spp"
14184,DI28,Diplolaena,"Diplolaena spp"
14185,DI29,Diplopanax,"Diplopanax spp"
14186,DI30,Diplopterys,"Diplopterys spp"
14187,DI31,Diplorhynchus,"Diplorhynchus spp"
14188,DI32,Discocalyx,"Discocalyx spp"
14189,DI33,Disterigma,"Disterigma spp"
14190,DI34,Distylium,"Distylium spp"
14191,DO5,Docynia,"Docynia spp"
14192,DO6,Doerpfeldia,"Doerpfeldia spp"
14193,DO7,Doryanthes,"Doryanthes spp"
14194,DR2,Dracophyllum,"Dracophyllum spp"
14195,DR4,Dregea,"Dregea spp"
14196,DR5,Drepanostachyum,"Drepanostachyum spp"
14197,DR7,Dryandra,"Dryandra spp"
14198,DR8,Drymonia,"Drymonia spp"
14199,DR9,Dryobalanops,"Dryobalanops spp"
14201,DU5,Duckeodendron,"Duckeodendron spp"
14202,DY2,Dyera,"Dyera spp"
14205,EC1,Echinocactus,"Echinocactus spp"
14208,EL6,Elachyptera,"Elachyptera spp"
14212,EM4,Emmotum,"Emmotum spp"
14213,EM5,Empetrum,"Empetrum spp"
14214,EN8,Encephalartos,"Encephalartos spp"
14215,EN9,Engelhardtia,"Engelhardtia spp"
14216,EN10,Englerophytum,"Englerophytum spp"
14217,EN11,Enkianthus,"Enkianthus spp"
14218,EN12,Entandrophragma,"Entandrophragma spp"
14220,EP1,Ephedranthus,"Ephedranthus spp"
14221,ER4,Eriogonum,"Eriogonum spp"
14222,ER6,Eriostemon,"Eriostemon spp"
14223,ER9,Erisma,"Erisma spp"
14224,ER10,Erismadelphus,"Erismadelphus spp"
14226,ES2,Espostoa,"Espostoa spp"
14227,EU7,Eurycorymbus,"Eurycorymbus spp"
14228,EU10,Euscaphis,"Euscaphis spp"
14229,EU12,Eusideroxylon,"Eusideroxylon spp"
14232,EX6,Excetroderdron,"Excetroderdron spp"
14233,FA7,Fabiana,"Fabiana spp"
14234,FA8,Fadogia,"Fadogia spp"
14235,FA9,Fadogiella,"Fadogiella spp"
14236,FA10,Fagonia,"Fagonia spp"
14237,FA11,Faidherbia,"Faidherbia spp"
14238,FE4,Fernandoa,"Fernandoa spp"
14239,FE5,Fernelia,"Fernelia spp"
14241,FO7,Forsteronia,"Forsteronia spp"
14242,GA4,Gaertnera,"Gaertnera spp"
14243,GA6,Galactophora,"Galactophora spp"
14244,GA7,Garnieria,"Garnieria spp"
14245,GA11,Gastonia,"Gastonia spp"
14246,GA12,Gaultheria,"Gaultheria spp"
14247,GE9,Geissanthus,"Geissanthus spp"
14248,GE10,Geissospermum,"Geissospermum spp"
14249,GE11,Genianthus,"Genianthus spp"
14250,GL1,Gluema,"Gluema spp"
14251,GL2,Gluta,"Gluta spp"
14252,GO11,Gomphocarpus,"Gomphocarpus spp"
14253,GO12,Gonioma,"Gonioma spp"
14254,GO13,Gonocaryum,"Gonocaryum spp"
14255,GO14,Gonocytisus,"Gonocytisus spp"
14256,GO15,Gonystylus,"Gonystylus spp"
14257,GO16,Gossweilerodendron,"Gossweilerodendron spp"
14258,GO17,Goupia,"Goupia spp"
14259,GR3,Grammadenia,"Grammadenia spp"
14260,GR6,Grias,"Grias spp"
14261,GY6,Gymnema,"Gymnema spp"
14264,GY9,Gymnopodium,"Gymnopodium spp"
